Jan 28 16:48:27.967 INFO Lighthouse started                      version: Lighthouse/v1.1.0-e4b6213
Jan 29 00:22:04.769 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:22:05.001 INFO Synced                                  slot: 421008, block:    …  empty, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 50, service: slot_notifier
Jan 29 00:22:11.527 INFO New block received                      hash: 0xe65e…a97a, slot: 421009
Jan 29 00:22:12.306 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:22:12.306 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:22:12.306 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:22:17.001 INFO Synced                                  slot: 421009, block: 0xe65e…a97a, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 51, service: slot_notifier
Jan 29 00:22:18.733 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:22:18.733 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:22:18.733 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:22:23.453 INFO New block received                      hash: 0x881b…630f, slot: 421010
Jan 29 00:22:25.722 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:22:25.722 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:22:25.722 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:22:29.001 INFO Synced                                  slot: 421010, block: 0x881b…630f, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 51, service: slot_notifier
Jan 29 00:22:32.810 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:22:32.810 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:22:32.810 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:22:35.446 INFO New block received                      hash: 0x53c1…6b28, slot: 421011
Jan 29 00:22:39.714 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:22:39.714 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:22:39.714 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:22:41.001 INFO Synced                                  slot: 421011, block: 0x53c1…6b28, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 52, service: slot_notifier
Jan 29 00:22:46.826 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:22:46.826 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:22:46.826 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:22:47.809 INFO New block received                      hash: 0x487d…6a0a, slot: 421012
Jan 29 00:22:53.001 INFO Synced                                  slot: 421012, block: 0x487d…6a0a, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 53, service: slot_notifier
Jan 29 00:22:53.767 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:22:53.767 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:22:53.768 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:00.408 INFO New block received                      hash: 0x7e8c…7649, slot: 421013
Jan 29 00:23:00.710 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:00.711 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:00.711 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:05.001 INFO Synced                                  slot: 421013, block: 0x7e8c…7649, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 50, service: slot_notifier
Jan 29 00:23:07.760 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:07.760 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:07.760 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:11.460 INFO New block received                      hash: 0x0ff9…2e1a, slot: 421014
Jan 29 00:23:14.725 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:14.725 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:14.725 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:17.001 INFO Synced                                  slot: 421014, block: 0x0ff9…2e1a, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 50, service: slot_notifier
Jan 29 00:23:21.766 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:21.766 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:21.766 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:23.281 INFO New block received                      hash: 0x8741…d918, slot: 421015
Jan 29 00:23:28.725 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:28.725 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:28.725 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:29.000 INFO Synced                                  slot: 421015, block: 0x8741…d918, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 52, service: slot_notifier
Jan 29 00:23:35.348 INFO New block received                      hash: 0x2693…b6c5, slot: 421016
Jan 29 00:23:35.781 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:35.781 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:35.781 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:41.001 INFO Synced                                  slot: 421016, block: 0x2693…b6c5, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 52, service: slot_notifier
Jan 29 00:23:42.748 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:42.749 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:42.749 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:49.313 INFO New block received                      hash: 0x16c1…9851, slot: 421017
Jan 29 00:23:49.710 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:49.711 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:49.711 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:53.001 INFO Synced                                  slot: 421017, block: 0x16c1…9851, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 53, service: slot_notifier
Jan 29 00:23:56.778 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:23:56.778 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:23:56.778 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:23:59.870 INFO New block received                      hash: 0x730b…a4e6, slot: 421018
Jan 29 00:24:03.714 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:03.714 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:03.714 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:24:05.001 INFO Synced                                  slot: 421018, block: 0x730b…a4e6, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 51, service: slot_notifier
Jan 29 00:24:10.719 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:10.719 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:10.719 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:24:14.777 INFO New block received                      hash: 0x177c…47a8, slot: 421019
Jan 29 00:24:17.001 INFO Synced                                  slot: 421019, block: 0x177c…47a8, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 52, service: slot_notifier
Jan 29 00:24:17.834 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:17.834 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:17.834 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:24:23.917 INFO New block received                      hash: 0x3b09…1ab4, slot: 421020
Jan 29 00:24:24.803 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:24.803 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:24.803 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:24:29.001 INFO Synced                                  slot: 421020, block: 0x3b09…1ab4, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 52, service: slot_notifier
Jan 29 00:24:31.714 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:31.714 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:31.714 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:24:38.729 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:38.729 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:38.729 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:24:41.001 INFO Synced                                  slot: 421021, block:    …  empty, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 51, service: slot_notifier
Jan 29 00:24:45.731 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:45.732 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:45.732 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:24:47.191 INFO New block received                      hash: 0x85d3…24b2, slot: 421021
Jan 29 00:24:48.111 INFO New block received                      hash: 0x0019…715d, slot: 421022
Jan 29 00:24:52.737 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:52.737 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:52.737 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:24:53.001 INFO Synced                                  slot: 421022, block:    …  empty, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 52, service: slot_notifier
Jan 29 00:24:59.337 INFO New block received                      hash: 0x7b27…e972, slot: 421023
Jan 29 00:24:59.772 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:24:59.772 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:24:59.772 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:25:05.001 INFO Synced                                  slot: 421023, block: 0x7b27…e972, epoch: 13156, finalized_epoch: 13154, finalized_root: 0x97f2…723a, peers: 51, service: slot_notifier
Jan 29 00:25:06.808 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:25:06.808 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:25:06.808 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:25:12.354 INFO New block received                      hash: 0xedb1…5d88, slot: 421024
Jan 29 00:25:13.773 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
Jan 29 00:25:13.774 CRIT Couldn't connect to any eth1 node. Please ensure that you have an eth1 http server running locally on http://localhost:8545 or specify one or more (remote) endpoints using `--eth1-endpoints <COMMA-SEPARATED-SERVER-ADDRESSES>`. Also ensure that `eth` and `net` apis are enabled on the eth1 http server, warning: BLOCK PROPOSALS WILL FAIL WITHOUT VALID, SYNCED ETH1 CONNECTION, service: eth1_rpc
Jan 29 00:25:13.774 ERRO Failed to update eth1 cache             error: Failed to update Eth1 service: "All fallback errored: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b => EndpointError(NotReachable)", retry_millis: 7000, service: eth1_rpc
Jan 29 00:25:17.001 INFO Synced                                  slot: 421024, block: 0xedb1…5d88, epoch: 13157, finalized_epoch: 13155, finalized_root: 0x271c…7367, peers: 53, service: slot_notifier
Jan 29 00:25:20.743 WARN Error connecting to eth1 node endpoint  action: trying fallbacks, endpoint: https://mainnet.infura.io/v3/819412e57b5943a6a12c0a335fe5f87b, service: eth1_rpc
