unix,time,slot,sps,db,mem,pc,out,inc,cpu
1611887979,39066,421996,-9,1602443317,2117656576,31,0,52,4.60
1611887980,39067,421996,-9,1602444954,2117656576,31,0,0,5.14
1611887981,39068,421996,-9,1602447411,2117656576,31,268,280,5.25
1611887982,39069,421996,-9,1602448639,2117656576,31,2343,1568,7.89
1611887983,39070,421996,-9,1602469933,2117656576,31,3204,1186,8.88
1611887984,39071,421996,-9,1602496541,2117656576,31,4352,118,2.74
1611887985,39072,421996,-9,1602498594,2117656576,31,4525,2003,5.97
1611887986,39073,421996,-9,1602503097,2117656576,31,0,0,6.79
1611887987,39074,421997,-9,1602511285,2117656576,31,0,0,4.50
1611887988,39075,421997,-9,1602513207,2117656576,31,987,279,6.65
1611887989,39076,421997,-9,1602516480,2117656576,31,1411,346,6.90
1611887990,39077,421997,-9,1602525896,2117656576,31,0,0,4.88
1611887991,39078,421997,-9,1602527533,2117656576,31,6653,728,4.52
1611887992,39079,421997,-9,1602529989,2117656576,31,0,0,4.74
1611887993,39080,421997,-9,1602529989,2117656576,31,1139,471,4.15
1611887994,39081,421997,-9,1602531633,2117656576,31,6581,3597,9.49
1611887995,39082,421997,-9,1602557009,2117656576,31,5246,305,11.43
1611887996,39083,421997,-9,1602587715,2117656576,31,878,66,4.39
1611887997,39084,421997,-9,1602588942,2117656576,31,7249,5228,5.26
1611887998,39085,421997,-9,1602591807,2117656576,31,0,0,5.87
1611887999,39086,421998,-9,1602597420,2117656576,31,1160,849,3.12
1611888000,39087,421998,-9,1602598513,2117656576,31,192,121,4.12
1611888001,39088,421998,-9,1602600969,2117656576,31,2888,471,5.01
1611888002,39089,421998,-9,1602607112,2117656576,31,0,26,4.75
1611888003,39090,421998,-9,1602608339,2117656576,31,2361,206,4.63
1611888004,39091,421998,-9,1602611206,2117656576,31,945,279,4.40
1611888005,39092,421998,-9,1602611615,2117656576,31,0,0,4.01
1611888006,39093,421998,-9,1602611615,2117656576,31,414,175,10.30
1611888007,39094,421998,-9,1602637817,2117656576,31,6986,424,11.89
1611888008,39095,421998,-9,1602674653,2117656576,31,4701,375,33.46
1611888009,39096,421998,-9,1602683248,2117656576,31,199,6423,4.76
1611888010,39097,421998,-9,1602683248,2117656576,31,9572,330,7.62
1611888011,39098,421999,-9,1602699085,2117656576,31,49,56,4.61
1611888012,39099,421999,-9,1602699494,2117656576,31,0,12,5.26
1611888013,39100,421999,-9,1602707268,2117656576,31,5142,2840,4.51
1611888014,39101,421999,-9,1602712181,2117656576,31,356,101835,3.77
1611888015,39102,421999,-9,1602715049,2117656576,31,1146,103692,4.52
1611888016,39103,421999,-9,1602717096,2117656576,31,1134,196641,3.13
1611888017,39104,421999,-9,1602717916,2117656576,31,1136,291807,6.77
1611888018,39105,421999,-9,1602809956,2117656576,31,181,197,11.88
1611888019,39106,421999,-9,1602843124,2117656576,31,14017,1556,10.76
1611888020,39107,421999,-9,1602881832,2131779584,31,18573,2722,4.76
1611888021,39108,421999,-9,1602887970,2131779584,31,9441,476,2.38
1611888022,39109,421999,-9,1602888379,2131779584,31,7181,149,5.76
1611888023,39110,422000,-9,1602899222,2131779584,31,20,13,2.24
1611888024,39111,422000,-9,1602900041,2132267008,31,2461,1474,24.69
1611888025,39112,422000,-9,1602906180,2132267008,31,1472,340,11.15
1611888026,39113,422000,-9,1602913141,2132267008,31,885,558,3.38
1611888027,39114,422000,-9,1602916824,2132267008,31,0,53,2.13
1611888028,39115,422000,-9,1602918051,2132267008,31,890,58,2.89
1611888029,39116,422000,-9,1602919280,2105389056,31,0,13,2.00
1611888030,39117,422000,-9,1602920507,2105389056,31,909,56,12.22
1611888031,39118,422000,-9,1602955297,2105389056,31,5985,1546,10.40
1611888032,39119,422000,-9,1602985172,2105389056,31,3633,1297,3.12
1611888033,39120,422000,-9,1602986400,2105389056,31,18280,1053,3.25
1611888035,39122,422000,-9,1602986809,2105389056,31,1418,1405,7.90
1611888036,39123,422001,-9,1603001476,2105389056,31,3324,1626,1.38
1611888037,39124,422001,-9,1603001476,2105389056,31,4160,1372,4.88
1611888038,39125,422001,-9,1603006385,2105389056,31,1389,145,3.23
1611888039,39126,422001,-9,1603010477,2105389056,31,1575,291,3.62
1611888040,39127,422001,-9,1603012933,2105683968,31,1170,537,2.87
1611888041,39128,422001,-9,1603014569,2105683968,31,1320,578,1.75
1611888042,39129,422001,-9,1603014978,2105683968,31,13,29,3.25
1611888043,39130,422001,-9,1603021527,2105683968,31,47177,19510,13.08
1611888044,39131,422001,-9,1603062465,2105683968,31,40983,13556,3.13
1611888045,39132,422001,-9,1603065738,2105946112,31,1713,3433,4.00
1611888046,39133,422001,-9,1603069833,2105946112,31,8200,119,2.51
1611888047,39134,422001,-9,1603069833,2105946112,31,8726,3943,5.13
1611888048,39135,422002,-9,1603076249,2105946112,31,3607,4194,2.75
1611888049,39136,422002,-9,1603079112,2105946112,31,0,0,5.87
1611888050,39137,422002,-9,1603082797,2105946112,31,4295,1035,3.50
1611888051,39138,422002,-9,1603084843,2105946112,31,120,842,4.27
1611888052,39139,422002,-9,1603088533,2105946112,31,92,17956,2.88
1611888053,39140,422002,-9,1603090580,2105946112,31,1794,443493,3.13
1611888054,39141,422002,-9,1603091399,2105946112,31,2033,846077,6.60
1611888055,39142,422002,-9,1603102042,2105946112,32,6302,729755,29.90
1611888056,39143,422002,-9,1603137250,2105946112,31,3293,714,15.48
1611888057,39144,422002,-9,1611334334,2105946112,31,2365,1426,5.14
1611888058,39145,422002,-9,1611352085,2105946112,31,18310,514,5.11
1611888059,39146,422002,-9,1611352903,2123268096,31,0,25,5.89
1611888060,39147,422003,-9,1611359594,2123268096,31,0,26,4.49
1611888061,39148,422003,-9,1611360488,2123268096,31,51,13,5.38
1611888062,39149,422003,-9,1611363354,2123268096,31,1220,294,3.77
1611888063,39150,422003,-9,1611366630,2123268096,31,2851,1186,5.79
1611888064,39151,422003,-9,1611369494,2123268096,31,0,0,5.51
1611888065,39152,422003,-9,1611370314,2123268096,31,0,0,4.11
1611888066,39153,422003,-9,1611370314,2123268096,31,0,0,10.56
1611888067,39154,422003,-9,1611392422,2123268096,31,26844,4731,11.03
1611888068,39155,422003,-9,1611423532,2123268096,31,1688,4199,5.40
1611888069,39156,422003,-9,1611430901,2123501568,31,2031,20413,4.90
1611888070,39157,422003,-9,1611432950,2123501568,31,713,470248,4.37
1611888071,39158,422003,-9,1611433360,2123501568,31,1106,579981,28.07
1611888072,39159,422004,-9,1611438307,2123501568,31,2798,743,13.39
1611888073,39160,422004,-9,1611532633,2123501568,31,250,9874,4.50
1611888074,39161,422004,-9,1611579088,2121994240,31,18295,410,5.11
1611888075,39162,422004,-9,1611580724,2121994240,31,0,0,4.37
1611888076,39163,422004,-9,1611582769,2121994240,31,124,162,0.88
1611888077,39164,422004,-9,1611582769,2121994240,31,49,605,1.13
1611888078,39165,422004,-9,1611582769,2121994240,31,1992,2087,8.62
1611888079,39166,422004,-9,1611606104,2121994240,31,7737,1401,12.48
1611888080,39167,422004,-9,1611645810,2121994240,31,23045,8600,5.25
1611888081,39168,422004,-9,1611651948,2121994240,31,0,0,1.63
1611888082,39169,422004,-9,1611651948,2121994240,31,0,0,5.50
1611888083,39170,422005,-9,1611664373,2121994240,31,0,0,4.62
1611888084,39171,422005,-9,1611666481,2121994240,31,20,68,3.62
1611888085,39172,422005,-9,1611670583,2121994240,31,5949,569,5.01
1611888086,39173,422005,-9,1611675905,2121994240,31,2664,414,3.89
1611888087,39174,422005,-9,1611679587,2121994240,31,516,78,2.63
1611888088,39175,422005,-9,1611680814,2121994240,31,0,0,2.61
1611888089,39176,422005,-9,1611681224,2121994240,31,0,36,2.77
1611888090,39177,422005,-9,1611682043,2121994240,31,0,0,10.62
1611888091,39178,422005,-9,1611710699,2121994240,31,9208,357,8.75
1611888092,39179,422005,-9,1611733205,2121994240,31,3293,158,4.76
1611888093,39180,422005,-9,1611738532,2121994240,31,0,72,4.12
1611888094,39181,422005,-9,1611739351,2121994240,31,859,40,5.34
1611888095,39182,422005,-9,1611741807,2121994240,31,0,0,4.10
1611888096,39183,422006,-9,1611748949,2121994240,31,0,0,3.76
1611888097,39184,422006,-9,1611749768,2121994240,31,0,0,4.27
1611888098,39185,422006,-9,1611753861,2121994240,31,824,266,3.75
1611888099,39186,422006,-9,1611759181,2122096640,31,121,173,4.12
1611888100,39187,422006,-9,1611760818,2122096640,23,0,0,4.91
1611888101,39188,422006,-9,1611761227,2122096640,23,13,120,4.01
1611888102,39189,422006,-9,1611762456,2122096640,23,0,0,17.88
1611888103,39190,422006,-9,1611793570,2122096640,23,0,0,27.52
1611888104,39191,422006,-9,1611813632,2108739584,23,830,307,4.37
1611888105,39192,422006,-9,1611816088,2108739584,23,119,634,1.50
1611888107,39194,422006,-9,1611816908,2108739584,23,0,0,1.88
1611888108,39195,422006,-9,1611817726,2108739584,23,0,0,6.17
1611888109,39196,422007,-9,1611826862,2108739584,23,0,0,3.75
1611888110,39197,422007,-9,1611828907,2108739584,23,1129,239,9.38
1611888111,39198,422007,-9,1611831364,2108739584,23,0,0,5.63
1611888112,39199,422007,-9,1611833409,2108739584,24,0,0,3.37
1611888113,39200,422007,-9,1611834644,2108739584,24,631,307,3.63
1611888114,39201,422007,-9,1611837918,2108739584,24,606,66,6.38
1611888115,39202,422007,-9,1611844877,2110091264,24,8967,6411,12.92
1611888116,39203,422007,-9,1611893594,2110091264,24,2101,360,7.58
1611888117,39204,422007,-9,1611902194,2110091264,24,0,0,4.89
1611888118,39205,422007,-9,1611902194,2110091264,24,0,0,5.03
1611888119,39206,422007,-9,1611902603,2110091264,25,0,0,7.03
1611888120,39207,422008,-9,1611914458,2110091264,25,1351,1341,4.02
1611888121,39208,422008,-9,1611915277,2110091264,25,75,1307,5.27
1611888122,39209,422008,-9,1611917733,2110091264,25,0,0,5.14
1611888123,39210,422008,-9,1611922232,2110091264,26,0,0,4.25
1611888124,39211,422008,-9,1611924279,2110091264,26,35,26,4.14
1611888125,39212,422008,-9,1611925098,2110091264,26,350,40,4.74
1611888126,39213,422008,-9,1611926736,2110091264,26,0,0,7.79
1611888127,39214,422008,-9,1611940657,2110091264,26,47376,8916,13.12
1611888128,39215,422008,-9,1611979549,2110091264,26,5748,866,5.60
1611888129,39216,422008,-9,1611981596,2110091264,26,13711,1556,4.51
1611888130,39217,422008,-9,1611982005,2110308352,26,212,132,5.02
1611888131,39218,422008,-9,1611982415,2110308352,26,3031,234945,7.39
1611888132,39219,422009,-9,1611995812,2110308352,27,1122,528926,3.50
1611888133,39220,422009,-9,1611996630,2110308352,28,1594,753891,29.00
1611888134,39221,422009,-9,1611999091,2110308352,28,1470,294,10.94
1611888135,39222,422009,-9,1612096861,2124697600,28,440,9043,5.24
1611888136,39223,422009,-9,1612098907,2124697600,28,903,1282,5.53
1611888137,39224,422009,-9,1612273313,2124697600,28,0,53,1.87
1611888138,39225,422009,-9,1612274131,2124697600,28,1875,493,8.28
1611888139,39226,422009,-9,1612295012,2124697600,28,31888,3465,11.49
1611888140,39227,422009,-9,1612326131,2125811712,28,3840,809,3.01
1611888141,39228,422009,-9,1612330634,2125811712,28,0,13,2.75
1611888142,39229,422009,-9,1612331044,2125811712,28,0,0,1.50
1611888143,39230,422009,-9,1612331044,2125811712,28,7216,1107,5.42
1611888144,39231,422010,-9,1612337333,2125811712,30,0,0,1.75
1611888145,39232,422010,-9,1612337333,2125811712,30,0,0,4.26
1611888146,39233,422010,-9,1612341425,2125811712,30,4529,1321,5.51
1611888147,39234,422010,-9,1612346749,2125811712,30,1299,321,5.15
1611888148,39235,422010,-9,1612352072,2125811712,31,442,66,2.62
1611888149,39236,422010,-9,1612352890,2125811712,31,4870,1437,3.48
1611888150,39237,422010,-9,1612353299,2125811712,31,756,480,9.05
1611888151,39238,422010,-9,1612375814,2125811712,31,3510,375,12.05
1611888152,39239,422010,-9,1612406105,2125811712,31,1195,26,5.26
1611888153,39240,422010,-9,1612411832,2125811712,31,0,0,4.24
1611888154,39241,422010,-9,1612411832,2125811712,31,0,0,6.86
1611888155,39242,422011,-9,1612421408,2125811712,31,244,2111,4.14
1611888156,39243,422011,-9,1612421408,2125811712,31,534,263,4.38
1611888157,39244,422011,-9,1612424687,2125811712,31,2388,192,5.38
1611888158,39245,422011,-9,1612432051,2125811712,31,6423,1968,4.73
1611888159,39246,422011,-9,1612435734,2125811712,31,132,147,3.01
1611888160,39247,422011,-9,1612437779,2125811712,31,121,13,3.87
1611888161,39248,422011,-9,1612439416,2125811712,31,45,45,4.87
1611888162,39249,422011,-9,1612439416,2125811712,31,0,0,33.13
1611888163,39250,422011,-9,1612450876,2125811712,31,4145,211,13.41
1611888164,39251,422011,-9,1612488940,2125811712,31,13210,8269,8.10
1611888165,39252,422011,-9,1612502865,2111037440,31,6024,40,4.01
1611888166,39253,422011,-9,1612502865,2111037440,31,7607,198,6.63
1611888167,39254,422012,-9,1612514704,2111037440,31,0,0,3.25
1611888168,39255,422012,-9,1612516263,2111037440,31,1359,66,3.37
1611888169,39256,422012,-9,1612517491,2111037440,31,1666,66,6.74
1611888170,39257,422012,-9,1612528546,2111037440,31,7426,2561,4.89
1611888171,39258,422012,-9,1612531003,2111037440,31,3693,341,4.62
1611888172,39259,422012,-9,1612533460,2111037440,31,0,0,4.13
1611888173,39260,422012,-9,1612533869,2111037440,31,13,134,4.02
1611888174,39261,422012,-9,1612534688,2111037440,31,0,0,11.14
1611888175,39262,422012,-9,1612564564,2111037440,31,0,0,11.65
1611888176,39263,422012,-9,1612593630,2111037440,31,0,0,6.00
1611888177,39264,422012,-9,1612596085,2111037440,31,0,0,3.03
1611888178,39265,422012,-9,1612596085,2111037440,31,0,0,5.12
1611888179,39266,422012,-9,1612596085,2111037440,31,0,0,7.94
1611888180,39267,422013,-9,1612608504,2111488000,31,0,160,4.91
1611888181,39268,422013,-9,1612608914,2111488000,31,0,13,5.58
1611888182,39269,422013,-9,1612610550,2111488000,31,0,160,6.11
1611888183,39270,422013,-9,1612615054,2111488000,31,0,0,3.88
1611888184,39271,422013,-9,1612618328,2111488000,31,0,0,3.63
1611888185,39272,422013,-9,1612619146,2111705088,31,0,0,4.63
1611888186,39273,422013,-9,1612619966,2111705088,31,13108,14183,12.27
1611888188,39275,422013,-9,1612660910,2111705088,31,2218,173735,10.00
1611888189,39276,422013,-9,1612678918,2111705088,31,3531,1629194,10.26
1611888190,39277,422013,-9,1612680146,2111705088,31,74,180323,29.38
1611888191,39278,422013,-9,1617034919,2111705088,31,494,1335,10.25
1611888192,39279,422014,-9,1603160589,2111705088,31,851,399294,7.04
1611888193,39280,422014,-9,1603160589,2111705088,31,20410,3135,7.54
1611888194,39281,422014,-9,1602221215,2111705088,30,7912,2432,6.00
1611888195,39282,422014,-9,1602228993,2102616064,30,0,0,5.62
1611888196,39283,422014,-9,1602231861,2102616064,30,1381,53,2.12
1611888197,39284,422014,-9,1602232271,2102616064,30,2878,767,3.12
1611888198,39285,422014,-9,1602233089,2102616064,30,7028,1418,3.75
1611888199,39286,422014,-9,1602239637,2102616064,30,57940,26642,13.84
1611888200,39287,422014,-9,1601805686,2102501376,30,69752,15918,7.74
1611888201,39288,422014,-9,1601813460,2102501376,30,321,325,5.88
1611888202,39289,422014,-9,1601814278,2102501376,30,283,312,2.13
1611888203,39290,422014,-9,1601814278,2102501376,30,6502,3432,5.39
1611888204,39291,422015,-9,1601824835,2102501376,31,577,620,2.13
1611888205,39292,422015,-9,1601824835,2103316480,31,3854,713,5.23
1611888206,39293,422015,-9,1601832202,2103316480,31,5574,2517,5.11
1611888207,39294,422015,-9,1601839577,2103316480,31,1067,994,3.01
1611888208,39295,422015,-9,1601841214,2103316480,31,15,0,3.51
1611888209,39296,422015,-9,1601842032,2103316480,31,751,387,1.75
1611888210,39297,422015,-9,1601842441,2103316480,31,74,0,7.99
1611888211,39298,422015,-9,1601857589,2103316480,31,4157,4141,36.70
1611888212,39299,422015,-9,1601898521,2103316480,31,1555,7715,8.15
1611888214,39301,422015,-9,1601913261,2103316480,31,0,13,3.26
1611888215,39302,422015,-9,1601913261,2087014400,31,0,0,4.37
1611888216,39303,422015,-9,1601913261,2087014400,31,30,0,1.51
1611888217,39304,422015,-9,1601913261,2087014400,31,0,0,3.85
1611888218,39305,422015,-9,1601913261,2087014400,31,0,0,4.14
1611888219,39306,422015,-9,1601913261,2087014400,31,0,0,4.26
1611888220,39307,422015,-9,1601913261,2087014400,31,0,0,4.52
1611888221,39308,422015,-9,1601913261,2087014400,31,0,13,3.76
1611888222,39309,422015,-9,1601913261,2087014400,31,238,548,10.41
1611888223,39310,422015,-9,1601913261,2087014400,31,10843,5256,13.02
1611888224,39311,422015,-9,1601965240,2087014400,31,13396,9084,7.52
1611888225,39312,422015,-9,1601976296,2096734208,31,0,0,8.02
1611888226,39313,422016,-9,1601977523,2096734208,31,16531,4524,14.12
1611888227,39314,422016,-9,1602349982,2096734208,31,49,136,33.58
1611888228,39315,422017,-9,1602444557,2096734208,31,0,0,14.07
1611888229,39316,422017,-9,1602460395,2096734208,31,0,0,3.26
1611888230,39317,422017,-9,1602466128,2101321728,31,3248,1474,6.13
1611888231,39318,422017,-9,1602473902,2101321728,31,1672,3571,3.86
1611888232,39319,422017,-9,1602475131,2101321728,31,0,0,3.26
1611888233,39320,422017,-9,1602476767,2101321728,31,60,378,3.12
1611888234,39321,422017,-9,1602477177,2101321728,31,1427,218,5.79
1611888235,39322,422017,-9,1602491909,2101321728,31,9852,1154,10.47
1611888236,39323,422017,-9,1602533673,2102206464,31,0,0,4.64
1611888237,39324,422017,-9,1602537764,2102206464,31,6401,344,1.88
1611888238,39325,422017,-9,1602538582,2102206464,31,7142,707,1.51
1611888239,39326,422018,-9,1602538582,2102206464,31,40,1927,4.76
1611888240,39327,422018,-9,1602551284,2102206464,31,0,0,4.01
1611888241,39328,422018,-9,1602552921,2102206464,31,1275,80,5.40
1611888242,39329,422018,-9,1602564797,2102206464,31,1586,286,5.00
1611888243,39330,422018,-9,1602570120,2102206464,31,1395,106,4.26
1611888244,39331,422018,-9,1602575032,2102206464,31,121,26,4.14
1611888245,39332,422018,-9,1602575851,2102206464,31,0,0,4.38
1611888246,39333,422018,-9,1602577896,2102206464,31,1182,1332,7.74
1611888247,39334,422018,-9,1602600003,2102206464,31,33881,5513,10.30
1611888248,39335,422018,-9,1602635620,2102206464,31,1857,3376,4.27
1611888249,39336,422018,-9,1602640531,2102206464,31,836,1712,2.00
1611888250,39337,422018,-9,1602640531,2102935552,31,8478,158,5.51
1611888251,39338,422019,-9,1602650716,2102935552,31,0,0,29.57
1611888252,39339,422019,-9,1602652510,2102935552,31,99,2364,2.88
1611888253,39340,422019,-9,1602653738,2102935552,31,16395,2749,5.27
1611888254,39341,422019,-9,1602662337,2102935552,31,0,0,5.51
1611888255,39342,422019,-9,1602664792,2101518336,31,7157,3481,4.99
1611888256,39343,422019,-9,1602672572,2101518336,31,0,0,1.64
1611888257,39344,422019,-9,1602672981,2101518336,31,0,0,2.99
1611888258,39345,422019,-9,1602674209,2101518336,31,269,375,8.00
1611888259,39346,422019,-9,1602702868,2101518336,31,6237,198,7.16
1611888260,39347,422019,-9,1602717605,2101518336,31,0,0,4.64
1611888261,39348,422019,-9,1602719652,2101518336,31,0,0,2.61
1611888262,39349,422019,-9,1602720062,2101518336,31,83,40,6.15
1611888263,39350,422020,-9,1602732993,2101518336,31,208,1326,6.61
1611888264,39351,422020,-9,1602735171,2101518336,31,49,1637,5.01
1611888265,39352,422020,-9,1602738445,2101518336,31,655,626,4.47
1611888266,39353,422020,-9,1602744177,2101518336,31,0,0,4.76
1611888267,39354,422020,-9,1602745814,2101518336,31,1062,267,4.15
1611888268,39355,422020,-9,1602749499,2101518336,31,0,13,3.51
1611888269,39356,422020,-9,1602754001,2101518336,31,755,146229,4.49
1611888270,39357,422020,-9,1602754418,2101518336,31,696,456162,9.79
1611888271,39358,422020,-9,1602787167,2101518336,31,8012,2893,33.96
1611888272,39359,422020,-9,1602806809,2101518336,31,154,41,8.67
1611888273,39360,422020,-9,1602900485,2101518336,31,26,2935,4.25
1611888274,39361,422020,-9,1602900894,2101518336,31,26,147,11.49
1611888275,39362,422021,-9,1603195718,2132770816,31,9187,304,2.38
1611888276,39363,422021,-9,1603195718,2132770816,31,75,805,6.72
1611888277,39364,422021,-9,1603196537,2132770816,31,0,53,5.36
1611888278,39365,422021,-9,1603203904,2132770816,31,1412,376,6.14
1611888279,39366,422021,-9,1603209225,2132770816,31,119,26,5.76
1611888280,39367,422021,-9,1603210044,2133041152,31,1451,90,3.75
1611888281,39368,422021,-9,1603212091,2133041152,31,0,40,3.76
1611888282,39369,422021,-9,1603212909,2133041152,31,0,0,10.49
1611888283,39370,422021,-9,1603246071,2133041152,31,23434,5461,9.16
1611888284,39371,422021,-9,1603268995,2133041152,31,2166,26,5.03
1611888285,39372,422021,-9,1603272268,2133512192,31,0,0,4.48
1611888286,39373,422021,-9,1603272677,2133512192,31,3084,185,2.76
1611888287,39374,422021,-9,1603272677,2133512192,31,8527,1679,7.76
1611888288,39375,422022,-9,1603289778,2133512192,31,0,0,4.14
1611888289,39376,422022,-9,1603289778,2133512192,31,1706,23,5.76
1611888290,39377,422022,-9,1603297147,2133766144,31,0,0,5.01
1611888291,39378,422022,-9,1603298786,2133766144,31,0,13,5.12
1611888292,39379,422022,-9,1603300015,2133766144,31,0,0,4.75
1611888293,39380,422022,-9,1603300833,2133766144,31,0,0,3.87
1611888294,39381,422022,-9,1603303698,2133766144,31,252,388,29.05
1611888295,39382,422022,-9,1603327039,2133766144,31,16944,1971,14.59
1611888296,39383,422022,-9,1603358563,2117742592,31,6273,8024,4.38
1611888297,39384,422022,-9,1603363064,2117742592,31,0,201,2.38
1611888298,39385,422022,-9,1603364291,2117742592,31,825,483,2.01
1611888299,39386,422022,-9,1603365110,2117742592,31,134,353,5.47
1611888300,39387,422023,-9,1603371845,2117742592,31,0,13,2.00
1611888301,39388,422023,-9,1603373482,2117742592,31,515,1067,3.88
1611888302,39389,422023,-9,1603376757,2117742592,31,0,133,4.12
1611888303,39390,422023,-9,1603380858,2117742592,31,0,26,3.25
1611888304,39391,422023,-9,1603383313,2117742592,31,69,933,2.88
1611888305,39392,422023,-9,1603384542,2117742592,31,973,649,2.25
1611888307,39394,422023,-9,1603387407,2117742592,31,55322,24218,13.63
1611888308,39395,422023,-9,1603433662,2117742592,31,642,399,3.25
1611888309,39396,422023,-9,1603435300,2117742592,31,5153,6359,2.75
1611888310,39397,422023,-9,1603436938,2117742592,31,0,0,3.64
1611888311,39398,422023,-9,1603438166,2117742592,31,3364,233,3.63
1611888312,39399,422024,-9,1603449762,2117742592,31,1238,1957,6.25
1611888313,39400,422024,-9,1603452104,2117742592,31,0,0,3.37
1611888314,39401,422024,-9,1603454968,2117742592,31,5841,1449,5.37
1611888315,39402,422024,-9,1603461924,2117742592,31,673,1689,3.62
1611888316,39403,422024,-9,1603463151,2117742592,31,521,3307,2.74
1611888317,39404,422024,-9,1603465198,2117742592,31,2424,338203,3.63
1611888318,39405,422024,-9,1603467243,2117742592,31,2001,533429,4.51
1611888319,39406,422024,-9,1603474202,2117742592,31,8675,700248,9.09
1611888320,39407,422024,-9,1603499170,2117742592,31,11016,618062,23.56
1611888321,39408,422024,-9,1603519641,2117742592,31,601,8855,19.40
1611888322,39409,422024,-9,1603615367,2117742592,31,14428,41470,4.62
1611888323,39410,422024,-9,1603648966,2117742592,31,46621,7759,8.29
1611888324,39411,422025,-9,1603665878,2117742592,31,4103,3974,3.50
1611888325,39412,422025,-9,1603669026,2117742592,31,4908,3489,5.26
1611888326,39413,422025,-9,1603675175,2116780032,31,0,0,4.39
1611888327,39414,422025,-9,1603678040,2116780032,31,0,0,4.51
1611888328,39415,422025,-9,1603679268,2116780032,31,134,133,5.49
1611888329,39416,422025,-9,1603681313,2116780032,31,160,386,3.25
1611888330,39417,422025,-9,1603681723,2116780032,31,293,744,7.50
1611888331,39418,422025,-9,1603693183,2116780032,31,8050,1252,10.25
1611888332,39419,422025,-9,1603721432,2116780032,31,21930,5154,9.28
1611888333,39420,422025,-9,1603745585,2116780032,31,685,132,4.14
1611888334,39421,422025,-9,1603748040,2116780032,31,10137,681,4.13
1611888335,39422,422025,-9,1603748040,2116780032,31,0,0,13.82
1611888336,39423,422026,-9,1603760467,2116780032,31,1726,156,6.40
1611888337,39424,422026,-9,1603763802,2116780032,31,4275,2211,6.75
1611888338,39425,422026,-9,1603775272,2116780032,31,482,425,6.12
1611888339,39426,422026,-9,1603777726,2116780032,31,1046,160,5.26
1611888340,39427,422026,-9,1603778955,2127085568,31,1584,294,4.85
1611888341,39428,422026,-9,1603780182,2127085568,31,489,76,4.12
1611888342,39429,422026,-9,1603781000,2127085568,31,0,0,6.98
1611888343,39430,422026,-9,1603795733,2127085568,31,4848,2341,8.00
1611888344,39431,422026,-9,1603811290,2127085568,31,4915,383,5.78
1611888345,39432,422026,-9,1603828067,2127085568,31,0,0,5.10
1611888346,39433,422026,-9,1603832569,2127085568,31,0,0,3.88
1611888347,39434,422026,-9,1603834206,2127085568,31,6714,414,4.63
1611888348,39435,422026,-9,1603834206,2127085568,31,0,0,6.51
1611888349,39436,422027,-9,1603841198,2127085568,31,1403,702,5.76
1611888350,39437,422027,-9,1603842017,2127085568,31,1109,675,4.88
1611888351,39438,422027,-9,1603844882,2127085568,31,2181,186,4.39
1611888352,39439,422027,-9,1603846520,2127085568,31,3286,789,5.01
1611888353,39440,422027,-9,1603848158,2127085568,31,681,1256,4.40
1611888354,39441,422027,-9,1603851022,2127085568,31,9773,2290,6.76
1611888355,39442,422027,-9,1603869035,2127085568,31,13464,11702,34.21
1611888356,39443,422027,-9,1603894002,2127085568,31,56155,41652,5.87
1611888357,39444,422027,-9,1603906286,2127085568,31,59506,4332,3.27
1611888358,39445,422027,-9,1603906695,2127085568,31,440,729,5.24
1611888359,39446,422028,-9,1603915136,2127085568,31,53,1012,4.49
1611888360,39447,422028,-9,1603916685,2117234688,31,58,167,2.38
1611888361,39448,422028,-9,1603917913,2117234688,31,1437,79,4.63
1611888362,39449,422028,-9,1603924461,2117234688,31,0,0,3.63
1611888363,39450,422028,-9,1603927733,2117234688,31,0,0,3.39
1611888364,39451,422028,-9,1603932234,2117234688,31,242,53,3.39
1611888365,39452,422028,-9,1603933052,2117234688,31,49,155,3.89
1611888366,39453,422028,-9,1603933462,2117234688,31,0,0,8.96
1611888367,39454,422028,-9,1603955141,2117234688,31,7140,5195,9.94
1611888368,39455,422028,-9,1603981751,2117234688,31,846,347,4.13
1611888369,39456,422028,-9,1603985436,2117234688,31,0,0,4.99
1611888370,39457,422028,-9,1603987482,2117234688,30,0,0,3.50
1611888371,39458,422028,-9,1603987482,2117234688,31,0,0,2.88
1611888372,39459,422028,-9,1603987482,2117234688,31,280,40,2.50
1611888373,39460,422028,-9,1603987482,2117234688,31,36,134,3.62
1611888374,39461,422028,-9,1603989120,2117234688,31,739,389765,5.13
1611888375,39462,422028,-9,1603989530,2117234688,31,422,413688,8.17
1611888376,39463,422029,-9,1603996228,2117234688,31,1006,864,10.45
1611888377,39464,422029,-9,1617118921,2117234688,31,206,25883,5.14
1611888378,39465,422029,-9,1604230290,2117234688,31,0,0,21.20
1611888379,39466,422029,-9,1604247076,2117234688,31,2255,5089,23.50
1611888380,39467,422029,-9,1604283512,2117234688,31,957,401,6.27
1611888381,39468,422029,-9,1604291287,2101710848,31,4184,211,4.25
1611888382,39469,422029,-9,1604293335,2101710848,31,49,87,4.25
1611888383,39470,422029,-9,1604294562,2101710848,31,0,0,9.14
1611888384,39471,422030,-9,1604316619,2101710848,31,0,0,3.52
